price,location,city,province_name,latitude,longitude,baths,area_sqft,bedrooms
18000000,106,3,0,33.569523,73.064679,3,1361.25,3
26000000,106,3,0,33.569523,73.064679,4,2722.51,4
43000000,106,3,0,33.569523,73.064679,6,5445.02,5
25000000,109,3,0,33.586989,73.077743,4,2722.51,5
28500000,106,3,0,33.569523,73.064679,5,2722.51,4
26000000,106,3,0,33.569523,73.064679,6,2722.51,4
44500000,112,3,0,33.56103,73.062276,4,5445.02,4
45000000,113,3,0,33.643,73.08328,6,3185.34,6
21000000,100,3,0,33.549693,73.130536,6,2722.51,5
35000000,114,3,0,33.5628,73.107144,10,5445.02,10
22500000,112,3,0,33.56103,73.062276,4,2722.51,3
25000000,99,3,0,33.607829,73.021817,4,2994.76,3
22500000,100,3,0,33.549693,73.130536,6,2722.51,5
40000000,100,3,0,33.550408,73.115473,7,5445.02,6
38000000,100,3,0,33.55892,73.118649,6,5445.02,5
22500000,100,3,0,33.550408,73.115473,6,2722.51,5
40000000,100,3,0,33.549693,73.130536,7,5445.02,6
42000000,100,3,0,33.55892,73.118649,7,5445.02,6
40000000,115,3,0,33.566573,73.056579,8,10890.04,8
17500000,116,3,0,33.598893,73.026845,6,2722.51,4
23500000,100,3,0,33.549693,73.130536,6,2994.76,5
13000000,117,3,0,33.550869,73.056182,4,5445.02,4
10500000,100,3,0,33.501131,73.111915,3,2178.01,3
38000000,100,3,0,33.549693,73.130536,6,5445.02,5
32500000,100,3,0,33.499892,73.05831,8,5445.02,6
40000000,100,3,0,33.497172,73.080883,8,5445.02,7
26500000,118,3,0,33.63613,73.06856,7,1905.76,7
40000000,100,3,0,33.549693,73.130536,8,5445.02,6
43000000,100,3,0,33.55892,73.118649,8,5445.02,6
41000000,100,3,0,33.550408,73.115473,8,5445.02,7
20000000,105,3,0,33.543004,73.067576,6,2722.51,5
25500000,106,3,0,33.569523,73.064679,6,2722.51,5
31400000,105,3,0,33.543004,73.067576,5,4356.02,4
51500000,100,3,0,33.55892,73.118649,8,5445.02,6
47000000,100,3,0,33.549693,73.130536,7,5445.02,5
42500000,100,3,0,33.555451,73.138218,8,5445.02,7
13000000,119,3,0,33.628011,73.10756,5,1905.76,5
40000000,100,3,0,33.550408,73.115473,7,5445.02,6
28500000,112,3,0,33.56103,73.062276,4,2722.51,3
17500000,105,3,0,33.543004,73.067576,4,2722.51,3
35000000,105,3,0,33.543004,73.067576,5,4356.02,4
12000000,100,3,0,33.49116,73.093243,5,1905.76,4
23500000,100,3,0,33.549693,73.130536,6,2722.51,5
27500000,100,3,0,33.55892,73.118649,6,2722.51,5
35000000,118,3,0,33.635047,73.07582,6,1633.51,6
11000000,100,3,0,33.50136,73.108691,3,2178.01,3
22000000,100,3,0,33.485576,73.08393,5,2722.51,4
23000000,100,3,0,33.549693,73.130536,5,2722.51,5
59000000,100,3,0,33.526943,73.093743,10,5445.02,11
25000000,120,3,0,33.631594,73.08103,7,3539.26,6
38500000,100,3,0,33.55892,73.118649,5,5445.02,5
21000000,100,3,0,33.550408,73.115473,6,2722.51,5
